Company,Ticker,Sector,Industry,Market_Cap,Revenue_2023,Revenue_2022,Revenue_2021,EBITDA_2023,EBITDA_2022,EBITDA_2021,NetIncome_2023,NetIncome_2022,NetIncome_2021,TotalAssets,TotalDebt,TotalEquity,Cash,Employees,Founded,Headquarters,EBITDA_Margin_2023,Net_Margin_2023,Revenue_Growth_YoY,Debt_to_Equity,ROE,ROA,Current_Ratio,PE_Ratio
Company_112,IEA,Consumer Goods,Software,42358.33694823487,9842.692158461328,6044.487989352281,5113.903058706138,340.2502416386121,1588.6506873653127,689.7086037937781,78.4567463607273,-87.39248002424097,403.7801152745443,26842.58148401114,14415.137085146256,26762.612564025163,443.06259398299613,23222,2010,Chicago,3.4568818790712053,0.7971065750876043,62.83748393246551,0.5386296666911874,0.2931580247370558,0.2922846537970287,2.6454426328929097,41.85785812377453
Company_113,JEA,Healthcare,E-commerce,71314.03706370784,3212.066120519109,4293.39430050205,6590.931491912726,923.9377423746956,650.4588949325408,795.7977911279768,811.0741776809402,235.20804737087275,56.385433822169404,35888.68699620826,16536.96643289083,3468.8056164442332,1237.3768581419263,18149,1983,New York,28.764592872869503,25.250855594151368,-25.18585772232696,4.767337308984863,23.381943739826724,2.259971722472412,2.3491782518169093,13.606718806156401
Company_114,KEA,Finance,Software,44115.039985417774,5814.77233460927,6668.815197712803,6468.947459929947,1689.0372795493813,464.6150254839242,59.473803868598715,713.2242086812505,6.343726255774598,183.4276297516709,1187.03957209301,13665.222699792239,5430.394338401027,3293.647927973708,21497,2012,Boston,29.047350134351873,12.265728865018003,-12.806515667077461,2.516432849665932,13.133930323212189,60.0842823987477,2.2353764337745776,28.06946389152738
Company_115,LEA,Manufacturing,Oil & Gas,22051.793260738516,428.5746101680196,2805.122971042442,5259.986045197135,1877.2265887124806,1569.4560232508632,1228.042994691131,767.2920775786286,564.9849034759952,134.2581718094027,45452.556504585664,13447.573006926097,17032.998613922977,599.3978726067313,15273,1995,Seattle,438.0162856536292,179.03348900622396,-84.72171756488976,0.7895012094895546,4.504738683835945,1.68811643741363,1.0668259573087766,22.172537294024004
Company_116,MEA,Manufacturing,Biotech,41863.351797336574,8043.307858676715,4363.723561619826,242.20070266719839,848.6736427427023,58.64327880261105,1546.327023023809,40.19935536515587,607.6883263306187,775.4986906028772,41475.91353166202,14016.375965011453,25264.096830272625,4909.903531640107,28415,2012,New York,10.55130125135265,0.49978635744733835,84.32212180945344,0.5547942623548044,0.15911653456373362,0.09692216986243919,1.2618777384653332,42.32275991864811
Company_117,NEA,Retail,Biotech,87402.63011704666,1214.5458650781763,6362.805199401082,4371.5179654947915,202.10359568892721,442.9899525833218,29.722417680930516,415.64476201095647,201.2652607600004,438.5217358679829,15564.652577722241,6068.390318988995,22424.1993625823,288.30703809284955,8309,1957,San Francisco,16.640260487480106,34.222236801588615,-80.9117861223773,0.27061792578935484,1.8535545251373118,2.6704403451052334,2.1695117080660165,31.694970654832293
Company_118,OEA,Technology,Renewable Energy,19347.68777334273,881.7947056892033,2231.640512194889,6377.168401731503,78.99383078570182,1053.2242347994463,1592.7456507441827,841.2657032212934,421.4456890435895,-42.72318164202189,41737.30220489978,12019.67231272649,3890.5234132572214,514.5935598756132,19950,1958,Chicago,8.958301776597866,95.4038051933831,-60.48670469680933,3.089474354984896,21.6234581792934,2.0156207008572116,2.6713787658007218,7.910910208180921
Company_119,PEA,Consumer Goods,Software,3489.0538694499996,6975.059515694017,831.6428670348567,7294.344977537603,934.2221400888301,256.16755692245755,551.8969626658561,81.30714288143824,70.58191155709002,753.297488154298,22817.05950195462,15797.165051716656,19368.364054741614,3398.3104935750416,43405,1977,Chicago,13.393751522647404,1.165683858302508,738.7085120519251,0.815616900171252,0.41979354916933853,0.35634365100583215,1.4612783191120313,26.9450180879569
Company_120,QEA,Manufacturing,Banking,95102.57420603414,6046.445558828723,6717.985853971382,4099.501870012102,1271.8670224388993,136.96866687945442,414.4826135385367,298.03840252565254,372.4933550065136,-58.91612904785464,7861.180780112567,5608.604725046985,29160.214381580994,1690.1676851601012,2850,1989,Seattle,21.03495367756651,4.929150517041727,-9.996155242656158,0.1923375682926958,1.0220720555261351,3.7912676334786544,2.0269501776894208,17.630744698218844
Company_121,REA,Consumer Goods,Software,52140.690216151925,154.50741168816614,168.20989057810542,1830.6435919046764,83.07551137663407,203.36609989393756,548.788432448615,782.8442475377941,472.04864336930086,361.4009533607748,15380.952337197961,18641.899016713047,12211.943716497155,481.1091956390689,4698,1966,Miami,53.76797816295106,506.6709997820466,-8.14606016497987,1.5265300470988614,6.410480311010993,5.089699456674927,1.8289986615110772,44.5938204812522
Company_122,SEA,Real Estate,Software,3937.154083409242,6786.660054716183,499.19675540976107,3659.7164499667583,1859.559122001497,305.71505141475177,629.8970411770551,702.8463397333262,782.2585560948476,503.84870426825705,13650.489455367291,13524.696273032701,9253.465412570655,3606.2246876027393,33805,2018,Miami,27.400210221362904,10.356292109325624,1259.5160587823564,1.4615817609973083,7.595493238441492,5.1488728080513715,2.657201257281031,5.0946729429147535
Company_123,TEA,Manufacturing,Insurance,83129.16812965978,501.53150169234607,7857.219772865253,2127.884403649362,1333.9312829363298,1442.6352334518979,1063.6365757643753,1.5132712805829556,496.3215188603683,394.6252910499292,45115.7421356393,8144.370619919762,9971.892364067979,3761.761283960508,5939,2012,Austin,265.9715847230274,0.30173005593400193,-93.61693428222061,0.816732704543284,0.015175367175399645,0.0033541979117474004,2.196674891681412,21.286399587703922
Company_124,UEA,Finance,Insurance,2002.9872187465944,6397.350859454468,8228.253833428507,4939.330399924072,1748.6602009980265,1305.9117692843079,201.68788208186749,892.6986380144259,-33.556155644225115,380.5707252929874,7964.719065879425,332.9615535449909,12950.010673765351,1510.4515028880735,34674,2004,Austin,27.33413000810687,13.95419225279994,-22.25141580508519,0.025711295684065938,6.893420094416528,11.208162279555035,1.4984218709867274,45.95605865519604
Company_125,VEA,Manufacturing,Software,22389.08513615703,4719.417068502437,7368.836502771047,632.3379828056279,780.911245480632,1534.7958140043663,652.1976040304968,-14.62389079541505,442.5343685322515,675.5682454264659,29923.991604704825,4602.954253463213,11835.06879405275,2278.110637850564,39808,1990,Los Angeles,16.5467733439467,-0.30986646408124074,-35.95437940945354,0.38892501037055627,-0.12356405399826416,-0.048870120632956586,0.7471840441015885,
Company_126,WEA,Finance,Renewable Energy,2218.6605985914834,3763.518113275127,344.0407587566531,3204.4963802278007,1056.3670717579143,925.909681980906,273.3490717749419,610.3145611051735,-55.22154949533178,585.7161381191738,47385.577265683765,6861.399660307246,15758.561760572791,1925.6058763911312,44064,1960,New York,28.068606021365255,16.216596884505478,993.916350747598,0.43540773355815743,3.8729077588295713,1.287975363649644,0.7531497865378973,43.12127703622033
Company_127,XEA,Consumer Goods,Hardware,84330.61281272293,5844.193035971791,5081.227159057665,931.5475630563978,343.04586894586964,1749.9252091288981,373.29392734008553,975.1973297894046,431.9127065242634,22.21014235754342,5865.807934930955,4256.395007044225,27806.301235747404,2100.043610424723,11876,1999,Seattle,5.86985862435372,16.686603672858418,15.015386107154896,0.1530730380483781,3.5071091315651297,16.625115254491938,2.390534034875442,25.63353539968508
Company_128,YEA,Manufacturing,Hardware,90108.2351186316,1249.7757059852036,8607.677577702341,2580.3370672810875,1777.9233078942757,1089.267748898236,1324.464701988965,982.4144795315108,188.40543781874572,765.0219368668337,20084.612850218597,7771.686904264754,10541.419575507918,2729.9676563705466,3286,1998,Austin,142.25939097549758,78.60726327345827,-85.48068634421588,0.7372524021642778,9.319565287146585,4.891378722895415,1.85426203102501,39.28558156721915
Company_129,ZEA,Finance,Oil & Gas,44603.69368092998,3093.099168579788,2408.0805861221406,1637.5283099684882,124.71868857605952,622.9818821141369,439.6938304879454,963.0591244530481,457.7088262500439,212.5493351274568,29442.912448691102,2870.0143567793407,13599.290601464985,3149.859891034266,26812,2000,Austin,4.032159390263738,31.135733837309893,28.446663554593453,0.21104147568331014,7.081686484067797,3.270937024763871,2.9846209722492456,44.614164296701716
Company_130,AFA,Consumer Goods,E-commerce,57368.35875704599,6244.538750263382,1891.677759619656,3221.588171788117,88.52447045288964,861.2274071014198,873.4090884926844,150.52470971353054,864.0288471655138,718.5091498435178,36385.01853733939,10714.393912430716,26164.090209606708,696.7291019261414,26136,1954,New York,1.4176302525011293,2.4105016516581266,230.10583956534543,0.4095076047588575,0.5753103146627364,0.41369969224849396,2.201889732401214,26.005193475403455
Company_131,BFA,Healthcare,Banking,96991.16495796145,9496.210216585461,4664.831503710058,840.0121235766906,1511.6962309811977,890.556669189255,490.89149048011404,440.5599952814124,422.4441454054645,406.4405291201053,22619.961969111,12154.530532467228,27602.673962888133,1843.2270311380262,36354,2000,Austin,15.918942362301202,4.639324375022355,103.57027277475908,0.44033887980595743,1.596077234668447,1.947660194491154,2.9518483589585736,23.341289385821764
Company_132,CFA,Finance,Oil & Gas,76688.25167081704,5777.936619410175,8608.819578146205,1683.748672674382,227.4357785161466,1538.5919208502057,708.2482084476597,831.6657396277665,793.0902051954149,-43.7881657428357,44289.77338631697,9021.549201851501,15557.75842562485,3151.632929911391,26960,1971,Austin,3.936280258805673,14.39381901203106,-32.88352059232752,0.5798746165766594,5.345665595745127,1.8777827837897765,0.5763736427334499,44.24217523011534
Company_133,DFA,Healthcare,Hardware,63621.86688661696,6480.255743498234,7396.200464364075,2733.917845056973,1468.7718678213869,956.1548164027328,1271.4964827455028,989.6006360471467,100.65101740376124,795.1837774039981,5400.7955598559265,146.11920330579593,1802.7771172460223,1741.8229034469705,9814,1950,Los Angeles,22.665338004522958,15.271012059053875,-12.383989932114341,0.08105228422746574,54.89312164994035,18.323238217029374,0.8571257182520965,38.90425650156361
Company_134,EFA,Energy,Banking,66195.51105133543,7684.547734676304,7628.700813131816,4947.472502475922,186.32338079966132,882.8537793043074,133.46244212785206,348.2973341356739,307.10648912562766,-40.59114027378258,18092.206164504485,2308.862165947165,24342.938695272052,4741.05572852413,21843,1994,Austin,2.4246499238840347,4.5324376418926,0.7320633344062238,0.09484730643451846,1.4307941144481504,1.9251236193571928,0.7523529999438037,44.10249135256153
Company_135,FFA,Healthcare,Renewable Energy,12180.23262591512,8436.536930245935,2255.8578386386457,3878.2530851422653,298.94106064047395,1281.0970009948549,1070.2985294126859,132.22371828274981,763.4007668570018,261.17542179774097,15333.239462466348,3131.3588303442557,8351.956369208354,159.03326005789415,23832,2002,Los Angeles,3.543409613590816,1.5672748116435418,273.98353680554516,0.3749251902091849,1.5831466597482087,0.8623338767154534,1.0650724945399994,33.821421897912984
Company_136,GFA,Energy,Insurance,60745.81650829448,3642.359432724134,5865.575269315703,1071.0733598765619,1778.4315697281434,910.5202718959071,724.4660898430309,544.4512672988711,524.7838627894024,-35.40177439613828,34448.24383994672,4914.440438279039,21561.6026589444,4121.547232201774,14793,1971,Seattle,48.82636111499979,14.947763320866828,-37.90277567865797,0.2279255636055598,2.5250964685271966,1.5804906335094997,1.800424730776878,11.429418260273527
Company_137,HFA,Real Estate,Renewable Energy,27869.528664224723,5017.284685897671,2630.0394270548986,1157.2440676975757,1262.8198168145557,107.25434233299785,1200.345922260658,249.34547478722834,-99.86530699551469,360.0162253135068,3295.743517852553,5595.774200635899,21355.806379943628,360.31362702823606,14137,1990,Seattle,25.16938734539074,4.969729453225486,90.7684209706314,0.26202589127663134,1.167576959404361,7.565682020963129,1.1170596730047557,38.34068252684322
Company_138,IFA,Energy,Banking,11087.346418535339,3666.315796124236,2506.500248822277,6757.424027068384,633.5623559944348,1422.189124479053,1428.0767102490681,377.1991615341825,809.943143854392,239.58624856687356,48239.8424080153,1876.8615380589013,20767.06836184566,2494.379500261797,44909,2004,San Francisco,17.28062696247255,10.288234361397079,46.27230928251127,0.09037681705267409,1.8163332202786622,0.7819245310625411,0.8477896222277188,16.4404122686913
Company_139,JFA,Finance,Insurance,19097.916429033146,2856.550141679302,1253.4457956394333,5441.255028173848,1888.5247876727872,491.45277655574085,765.8965064816172,597.7737136823247,899.4662482156307,-5.67274150218509,25429.96917577975,7763.890386059751,26041.694874059478,2406.0402685076965,1569,1967,Miami,66.11208254732632,20.92642117358062,127.89578549123144,0.2981330678977227,2.2954485741931334,2.350666292791507,1.421767927161988,21.641596519422947
Company_140,KFA,Retail,Oil & Gas,76989.19522327391,4223.393875848402,7417.400992666167,6817.749208847174,431.86816885032954,1186.6627330845301,760.928068619141,868.1724117136336,115.74067917645411,510.0318802790398,30779.853990383406,5976.499403679472,4529.7266577095925,3275.616814362519,47427,1952,Chicago,10.225619052960699,20.556273869654976,-43.061001016067316,1.3193951545635703,19.16611039290869,2.8205865173528046,2.936479528338324,7.348938307023723
Company_141,LFA,Retail,Renewable Energy,47347.25998880201,5833.835028209749,859.5378947104912,439.7549197488219,1337.0646544963342,1483.723879379085,1253.404382543418,498.18630065286106,-0.13317886382182564,519.2399994524125,12852.555294153151,18230.267185070934,25228.828106598296,3561.4456870825848,37311,1959,Boston,22.91913720615861,8.53960213553967,578.7176067641202,0.7225966702869971,1.974670795440421,3.8761653947483468,1.7321614611186167,23.19303862646911
Company_142,MFA,Technology,Banking,59918.03581566247,198.24582916557273,4230.446919136185,7711.6440030119475,1042.8742374578019,1222.8006587515263,505.8635340878443,751.3905159680388,672.9214818761151,369.16644288872504,48824.67734068147,2598.4492737768023,999.9561142426394,3862.283148197625,48911,1983,Austin,526.0510356496856,379.01958347909846,-95.31383248732377,2.5985633136958732,75.14234927571171,1.5389564394355326,1.1639570823965153,5.789856351498301
Company_143,NFA,Energy,Software,77541.04551794849,5227.809224354532,3198.050779197764,3036.740429760009,12.693715173781627,546.6429443417722,1037.8693992043095,971.6138881979928,747.0608269838995,-78.76453181902379,45029.46962906713,15685.648424642655,23521.09564534392,2317.079007067679,44295,2008,Chicago,0.24281136952446647,18.585488614840497,63.46861214211038,0.6668757553285015,4.130819001156211,2.1577289188651756,2.748638031365254,36.95609443091296
Company_144,OFA,Energy,Hardware,60725.88876577936,4786.668726799634,631.476751840915,5405.974024213635,1168.59543193878,1782.4739195218424,390.26245667376645,483.8110908155195,550.9573351180726,480.1320572681093,28503.38360447173,15560.867405511786,6546.945681041085,3641.8546413583585,43419,2006,San Francisco,24.413543084693533,10.107469691954126,658.0118686626672,2.3768132750167132,7.389874826922112,1.697381256657603,2.6179860975839544,19.181616760964896
Company_145,PFA,Finance,Biotech,98183.67906139234,5319.925291061039,8167.146578838488,1394.6600878658094,1289.2096404523468,1459.6497353754492,1516.3584468424503,271.0741551187258,624.9811699240524,384.9317081356571,3970.817377256941,13830.994772447973,20857.848468016382,4656.503683990358,5989,2003,New York,24.23360423159662,5.095450411196678,-34.861885485865415,0.663107452988574,1.2996266395088325,6.826658830278038,2.8948353026419262,28.834687577552895
Company_146,QFA,Real Estate,Renewable Energy,50559.753544316045,6828.2412940775675,778.5290399647239,2270.1601388783465,1615.8613268591473,832.8001180207636,879.0576558313489,376.0976024304162,-56.10005735699488,49.174801838140326,22831.540298352655,4262.790761617764,1974.3813454605227,4226.065837056528,28449,1999,Boston,23.664385267999457,5.507971763631465,777.0695688354751,2.159051376482425,19.04888350445247,1.64727213983698,1.479645741022697,34.660119401128696
Company_147,RFA,Technology,Renewable Energy,64017.32602858208,5032.536404942803,3719.3992229873897,7628.858167313303,1049.854036296786,402.2202882511898,739.7519322099048,911.3261450299399,76.09547133059468,92.56133481941322,1638.4488200971036,382.38198297576685,24967.05299527612,3674.0069038726315,28051,1966,Boston,20.86133018860334,18.10868460156321,35.30508835512183,0.01531546326465183,3.6501149943582325,55.621276285940354,1.4880148157749256,47.880355819902235
Company_148,SFA,Healthcare,Oil & Gas,39886.583805124996,8556.796872774594,6980.492471107449,2548.9995036571354,471.7592595132009,830.2400242031725,1252.344656576906,956.18456320162,663.5790688665726,669.686286516533,30550.15100235531,16724.615833758304,23640.41531110082,1916.0784325350864,15565,1991,Los Angeles,5.513269352159228,11.174561899955108,22.581564383767116,0.7074586302172505,4.044702898060445,3.129884900169238,2.085909222179218,14.993414181199427
Company_149,TFA,Retail,Renewable Energy,84956.16687054692,7315.728278472474,949.0535680875746,3486.7459657928257,68.04782965407628,870.7933624193861,1063.2700786046983,30.35288595796672,188.88493890916567,258.05296295194125,46057.02020814644,19865.774806916983,1824.8833203706677,3816.989221302191,20258,2016,Chicago,0.9301579701137381,0.41489903400710243,670.8446103010077,10.886052047909493,1.6632781734122863,0.06590284352047157,0.7268042555873275,6.4678076753704925
Company_150,UFA,Finance,Software,44992.16957490992,2827.9245982728858,5636.152105101844,7940.294086060754,778.7831144221672,1037.175844847079,670.8101944926634,831.9988344940452,802.2364034622381,689.620050984734,48744.23969528362,647.6317842942643,25274.576783293163,3771.2722565435115,47030,2014,New York,27.539033922538025,29.420828087219036,-49.82526117928846,0.025623842877652365,3.291840815486998,1.7068659593321087,0.8704448205748636,35.57974672102588
Company_151,VFA,Technology,Insurance,43706.68422863339,7219.682979751233,5113.589314094115,3477.2644674920825,659.4134775546546,1512.9907837187347,238.6648170005538,373.11316418278005,803.7575717751422,661.2645954139709,20646.14636117929,15285.856435666035,24783.24450591135,4449.992748817967,47907,1957,New York,9.13355170031823,5.167999276827476,41.18621063002235,0.6167818919762512,1.5055057221978518,1.8071806605243312,1.2392366851040104,31.7211116364327
Company_152,WFA,Manufacturing,Banking,63968.20440921686,3707.106960439497,2727.6520421578152,7048.022908752198,925.4047672057899,180.14495150352008,1324.5273611617329,-47.59461681984274,626.7492241681966,596.5155995935986,18277.52769051405,16513.278339927954,15711.952472765375,2343.303583700344,36070,1972,Austin,24.962990738634588,-1.283874928016648,35.90835279366667,1.0510010368572316,-0.30291981154055686,-0.26039964280587097,0.5939277259972684,
Company_153,XFA,Manufacturing,Insurance,76789.12830107022,100.1151840781248,3807.4358734924003,4227.8304305761485,118.72249580193487,1751.8099117204758,369.5392766869784,234.61859159990894,203.94251225502734,107.37499590561492,1072.2172822292594,14613.961402351128,29021.942244078917,1160.252742260973,30256,1985,Los Angeles,118.58590372194678,234.34865925714575,-97.37053525247444,0.5035487039235867,0.8084179536528988,21.881627491781398,1.5398597614546377,39.158102266626905
Company_154,YFA,Healthcare,Hardware,89708.03916606469,8198.46481647306,2350.041094193885,2244.364763310182,259.4593868268474,613.1668590342472,1599.27483076336,346.3262854765671,120.48843468910638,586.2345960279977,27581.07916967015,3077.0688455863556,11730.34559424554,2101.6250919197496,3323,1981,Boston,3.1647313568452384,4.224282145856118,248.8647426944384,0.2623169812742642,2.9523962673909754,1.2556661882085047,1.1725491169957762,28.29183355919849
Company_155,ZFA,Technology,Biotech,63214.97069448089,4870.488044818704,3319.2212682502677,7598.748152277047,1267.9974033810502,242.5950563596148,900.5457989349989,758.805038520991,608.4896974927973,54.880306365733446,48648.57995296506,9031.391550357459,5191.237610337708,941.9689829343322,1964,2019,New York,26.03429865165082,15.579650982373705,46.73586516834381,1.739737655693617,14.617035386897426,1.559768115029518,0.8050762358046216,10.630636571378613
Company_156,AGA,Energy,E-commerce,35115.8043603084,405.4932526499172,561.8681657138568,1223.146528960775,434.65276247162217,1200.6116876867457,260.1487852029069,30.7618302947792,664.7191414762792,503.949755473923,22330.88685130657,11031.264452454068,9703.528599629344,2438.3770801650353,19605,1981,Miami,107.19112084631402,7.58627427059494,-27.83124629694304,1.1368302096698557,0.31701694882369125,0.13775462882245243,2.3361098301889784,22.29597673358607
Company_157,BGA,Finance,Biotech,84060.73544408307,213.03803619532897,6362.928038698554,7765.031166835851,880.946043014925,430.60239494275544,1130.7449059689768,798.8409562171437,446.43031607784735,770.3317477305316,3531.767361240094,10145.43240626011,21694.391446015226,4320.070332188436,45630,2013,Seattle,413.515848506606,374.97574164864506,-96.65188675874286,0.4676523161069631,3.682246437771698,22.618730921638342,1.881767689296363,22.844915689548344
Company_158,CGA,Finance,Biotech,86664.28013198233,1657.004760979182,2857.111946960983,2391.3597025032514,1744.1139280398,1214.1383596339274,1276.723421534282,175.5146886717489,524.8740996069989,414.57138482937387,41808.68846262529,18131.132503577086,858.6247585829108,3386.398599341024,7341,1961,Seattle,105.25702575586699,10.592286323186611,-42.00420593453875,21.11647995510987,20.4413728951191,0.41980434002049494,1.476705277464848,13.614245622479412
Company_159,DGA,Retail,Software,93564.44875203777,4362.348074121181,7914.06202316503,4883.487656265424,501.7917937761699,646.9800190739884,143.43206195607277,266.80885295561154,577.5409455035341,-35.10001636350833,11064.669015423438,7690.676724124898,29470.461341970895,3935.066023646457,16000,1963,Los Angeles,11.502791277774381,6.116175243750161,-44.87852052015421,0.2609622100883803,0.9053433193990447,2.411358646008273,1.5458346602557003,38.792290926349324
Company_160,EGA,Consumer Goods,Banking,28507.424832881516,2835.5591738119506,3944.9684555911035,7844.9130534432625,144.33006790080566,938.4747799412651,295.1898443994146,967.7441999507184,13.303504727464201,263.2409021254321,37156.3642568957,14120.633117746162,12970.494788371001,1765.2946313659552,28280,1952,San Francisco,5.090003736609638,34.128866323383505,-28.12213314929845,1.0886734352190128,7.4611201480021565,2.604518012741569,1.7919748478203954,38.30726159426584
Company_161,FGA,Healthcare,Banking,55411.02058454491,6928.810607556399,1381.0830307928545,4803.341323942972,352.5000996173276,1666.6847520548667,118.65122670451069,373.4122246598726,595.7974776554448,312.21999050143285,5512.667408412215,11112.242420921477,19428.141310406958,3533.7719394030128,34560,1976,San Francisco,5.0874546813691115,5.389268747692973,401.6939932698105,0.5719663164570996,1.9220172362028738,6.773712197656861,1.6267161873472828,35.2425217438514
Company_162,GGA,Manufacturing,Software,53049.86573635435,2570.2912316986617,117.96480795928186,1475.245234960291,242.96142243409562,813.8616935695946,983.490459711333,134.393509553289,839.0570959671871,-93.986083698501,38842.7497431018,12541.5749136558,11519.866630906616,299.9202748414192,37214,2017,Los Angeles,9.452680670490658,5.228726919963486,2078.8627270820075,1.0886909818910617,1.1666238321954618,0.34599380950664116,1.1327538479490218,25.261441076430064
Company_163,HGA,Technology,Hardware,40504.496446601035,8414.035905977824,1778.0113911683352,5412.437934397728,1954.2438393334976,192.38865056255685,23.2287081412353,376.9410718958758,-7.374516948632802,573.5459147086082,45812.88452857939,8737.0173569043,8131.993443585508,2200.2964290827185,24523,1968,Miami,23.225998333868393,4.4799080501673965,373.22733407511765,1.0744004428331202,4.635284995134935,0.8227839739292756,1.0729298780354053,29.609418464422006
Company_164,IGA,Technology,Hardware,70385.89595028176,2119.8441908119294,5920.547421824231,6565.119575202564,109.53696787401331,1641.6231150523165,56.91144768087743,291.5681357372338,-84.18680376703793,-30.569348314376327,45647.245973823876,7161.730531848341,13030.76014753906,1115.9546878436356,17618,1965,San Francisco,5.16721787142569,13.754224815247351,-64.1951319738139,0.5496018997173299,2.237537430172853,0.6387420084542048,1.4305009795630481,19.986569231242925
Company_165,JGA,Healthcare,E-commerce,38945.13972457794,4985.659822328642,2621.4123855818825,6315.4790765213065,800.9218322291923,929.363773314341,412.83790039486166,986.4255515753769,191.4957409237229,593.6682778149965,21947.2868674812,4203.726361174384,24091.703536963407,1701.3536056937637,20461,1977,New York,16.064510230766356,19.78525584833522,90.18983238770197,0.17448854767470853,4.094461606095743,4.494521612313463,2.738365222882923,34.990837138707604
Company_166,KGA,Consumer Goods,Biotech,45980.196883697856,6339.447472615963,2310.614117814547,5673.140559239541,860.9266540696412,802.1564715183946,1042.422496077242,929.9086836158194,-35.99365339137907,642.2689136123068,15326.772410197462,8933.997144676918,1146.4431988627643,1540.1780852798495,28977,1956,Austin,13.580468294571753,14.668607755371053,174.36201587013653,7.792795276328703,81.11249510994173,6.067217929047588,1.6738138551096566,6.27400734812005
Company_167,LGA,Retail,Oil & Gas,28822.770056721798,7158.304077802177,202.2830123532263,3329.3403637101433,1848.8134721472084,210.26630362293167,831.1147772675915,765.1746206299317,842.5313075201167,572.0989755803462,36307.7118835759,16547.112994895673,13662.936018837538,4038.9304364582736,33013,1961,Chicago,25.827534735222535,10.689328258668557,3438.7569101958775,1.211094963196902,5.60036744353454,2.1074713357964727,1.6082662737929383,29.902108453958643
Company_168,MGA,Technology,Insurance,74510.55245120171,858.6944841049633,7866.458642666834,6642.122949150108,439.9596313270851,1458.6906729306197,1260.3087955677556,595.4382575293439,273.52017689968756,144.34887876368109,12357.395924178152,6440.318358995783,27154.974081259646,434.3218411444673,19028,1988,Seattle,51.23587486248557,69.34227115130275,-89.08410349420137,0.23716901145710956,2.1927410269202627,4.818476814879139,1.8039984900283954,40.75185351418208
Company_169,NGA,Real Estate,Software,35133.36058719205,4672.250464623592,3789.1929768694513,204.68316468089333,598.9263488287266,831.9487283812856,663.6388381198992,694.1221502672474,284.80361722110325,340.4388040736032,22050.821014485806,14838.460362997974,25957.685770115397,2682.850941087195,15005,1967,Seattle,12.818797993890888,14.856270131981624,23.304632230256683,0.5716403416856682,2.674052519221022,3.147829052765242,0.9034070026384593,8.759945187981039
Company_170,OGA,Technology,E-commerce,17409.06951955685,8919.469796333153,2249.677891144968,2898.743485016004,219.63751411785304,408.0267354992248,835.5670675405262,568.5279514052178,145.35231416621107,-48.04105669739451,20160.610587242532,4760.647081434049,6976.840735279157,4801.320873431603,43420,1958,Los Angeles,2.462450337666341,6.374010612592052,296.47763937412446,0.6823499721530574,8.148787867987211,2.819993714699185,2.3846626845923127,44.21607896194402
Company_171,PGA,Finance,Hardware,41774.6093013321,7560.586844382954,1912.6375261768953,2687.662104923046,1097.9036576475846,1039.9828032422056,45.204946001480835,939.6256076316097,596.62727121739,346.133375208702,46723.23448600711,8838.001748491486,29422.849322975966,2585.809548355251,15860,1956,San Francisco,14.521407930963173,12.4279454356072,295.2963769091966,0.3003788535731647,3.193523500451286,2.0110457205461945,1.7695126598969477,23.86722475247099
Company_172,QGA,Technology,E-commerce,79483.05324370846,783.5544725145373,4320.869686694887,4529.358530017705,1260.5686486630282,1242.6506164610973,412.70308980111696,-89.02334567570568,623.443662354912,382.0909394128207,41969.76745715519,16445.628421723814,25378.12194974255,2451.2185668987236,44004,1978,Boston,160.87824049011994,-11.361475021642994,-81.86581569614766,0.6480238551257591,-0.3507877606231173,-0.21211303056797992,2.5514968941914664,
Company_173,RGA,Technology,Insurance,48950.09820285936,232.3400642680168,3746.679204342158,5217.416440307703,40.861577946918445,512.7787176833763,340.65061127013,-53.816028199452944,379.2600899145375,63.550963905340865,37410.99544193762,16973.764886890636,16594.76288873986,4909.451345479651,36995,2015,Austin,17.586970235052707,-23.16261225501481,-93.79877348456336,1.0228386510064535,-0.32429525242550494,-0.14385083199129559,2.5095363629836167,
Company_174,SGA,Real Estate,Banking,99721.05303639208,5634.686920971361,2958.343158459986,1838.8794746475496,707.535863229462,676.834560029596,119.25474758109794,306.5316193694505,364.2385197392249,550.4639770149242,33179.74475135879,14204.436539060169,746.7286153672844,1127.4536279236534,9327,1998,New York,12.556791054284346,5.440082539964928,90.46765771096649,19.022220719469285,41.049936089389114,0.9238516500549548,0.5132836891708649,41.202258909432004
Company_175,TGA,Energy,Renewable Energy,55293.497136362705,757.986925185094,6921.983940840003,4711.337343077776,1566.1003545443386,1355.6271163885544,1286.773294412961,469.80887304508735,40.32451819351499,504.0417260417198,31403.21546754656,14870.838425261834,5511.489678496691,1015.1272395064317,34743,1978,San Francisco,206.61310934379378,61.98113152550276,-89.04957116827535,2.6981522769208905,8.52417223746361,1.4960534010620923,2.7705712217508074,39.142189452376435
Company_176,UGA,Finance,Insurance,65759.14096575949,8902.366447006098,5251.38011515627,5095.89146219426,321.38866484716516,858.3189840078238,1149.0714080133773,198.03696814800196,102.25418052453492,182.44412740197401,12833.530771648839,4376.761477024277,13033.099864608565,4543.8006437234935,43357,1960,Los Angeles,3.6101486808066574,2.2245429833390267,69.5243203079612,0.3358189166423401,1.5194924477312735,1.5431214657270689,1.8948186128767517,31.310064057462114
