CustomerID,CompanyName,Industry,Size,AnnualRevenue,EmployeeCount,Founded,ContractValue,ContractLength,ContractStartDate,AccountManager,SatisfactionScore,NPS_Score,Support_Tickets,ChurnRisk,PaymentTerms,Location,Revenue_per_Employee,Contract_Monthly_Value
CUST0237,Client_Corp_0237,Education,Small,6543.797115850702,37354,2005,4814.552341185564,24,2023-12-10,AM014,4.799387904124613,14,5,Low,Net 45,London,175183.30341732348,200.6063475493985
CUST0238,Client_Corp_0238,Retail,Enterprise,5305.934878593949,27944,2004,3531.6818081400706,24,2023-01-25,AM015,3.844534158153702,86,46,Low,Net 60,Tokyo,189877.42909368555,147.15340867250293
CUST0239,Client_Corp_0239,Technology,Large,8111.612417584838,73570,1994,1424.4196223072865,36,2023-05-21,AM017,3.155620298033146,59,47,Low,Net 45,Sydney,110257.06697818184,39.56721173075796
CUST0240,Client_Corp_0240,Healthcare,Medium,4200.928190393857,89470,2005,2581.414484767312,6,2023-05-07,AM020,3.8948751088890248,-18,43,Low,Immediate,Sydney,46953.48374196778,430.23574746121864
CUST0241,Client_Corp_0241,Education,Small,2875.8044912735018,93500,2006,2884.994024979957,24,2023-01-02,AM005,4.921114272977286,8,30,Low,Net 60,London,30757.267286347615,120.20808437416487
CUST0242,Client_Corp_0242,Retail,Medium,6564.185291053326,43833,2019,277.5443310464525,36,2023-07-06,AM017,3.9225310710353947,-78,28,Low,Net 45,Berlin,149754.41541882433,7.709564751290348
CUST0243,Client_Corp_0243,Retail,Small,3116.5382410996003,10519,1985,1020.5524803873246,36,2023-04-21,AM014,3.8614690128309714,45,27,Medium,Immediate,Singapore,296277.0454510505,28.34868001075902
CUST0244,Client_Corp_0244,Retail,Large,8490.263253007113,28826,2000,361.9324982789901,12,2023-09-02,AM008,4.083153085084409,-92,34,Low,Net 45,Tokyo,294534.90782651474,30.161041523249178
CUST0245,Client_Corp_0245,Healthcare,Medium,2247.0888837091625,43553,2017,2340.5040640512543,6,2023-07-10,AM011,4.929557838019788,-10,2,Low,Net 60,Berlin,51594.35363141834,390.0840106752091
CUST0246,Client_Corp_0246,Government,Medium,8333.006145144924,27846,2002,4035.7903448619045,24,2023-04-07,AM002,3.8767632199812576,-40,35,Low,Immediate,San Francisco,299253.2552303715,168.1579310359127
CUST0247,Client_Corp_0247,Government,Medium,3441.94945539379,85183,2005,303.137245052565,36,2023-08-18,AM012,3.783053398367024,-89,34,Low,Net 45,Singapore,40406.53012213458,8.420479029237917
CUST0248,Client_Corp_0248,Retail,Medium,4005.1912934204515,14450,1987,2290.919221930401,36,2023-08-28,AM017,3.4859705998642925,-36,13,High,Net 30,Singapore,277175.8680567787,63.636645053622246
CUST0249,Client_Corp_0249,Education,Medium,9815.503698901879,10391,1991,4261.363155607881,12,2023-09-11,AM012,3.82357749476083,29,8,Low,Net 60,Tokyo,944615.8886441996,355.11359630065675
CUST0250,Client_Corp_0250,Education,Medium,9649.290533783098,99292,2005,634.5284106813939,6,2023-02-11,AM018,3.8570223216934045,-51,28,Low,Net 60,Sydney,97180.94643861639,105.75473511356564
CUST0251,Client_Corp_0251,Technology,Enterprise,7147.018488168822,2059,1975,866.3074353653631,24,2023-09-01,AM012,3.3978091156019055,78,46,Low,Net 45,Singapore,3471111.456128617,36.09614314022346
CUST0252,Client_Corp_0252,Government,Enterprise,5072.243256709951,48253,1973,885.5541460561981,12,2023-02-24,AM016,4.89051332117223,-61,16,Low,Net 30,Berlin,105117.67676020043,73.7961788380165
CUST0253,Client_Corp_0253,Finance,Medium,8951.720358973955,88538,1973,639.518798456881,24,2023-07-22,AM005,4.877777296713747,-40,31,Low,Net 30,Sydney,101105.96985445746,26.64661660237004
CUST0254,Client_Corp_0254,Finance,Medium,2363.0065784440635,17049,2013,860.9520276147347,24,2023-04-27,AM020,3.8899886207146217,-3,44,Low,Net 60,Singapore,138600.89028353943,35.873001150613945
CUST0255,Client_Corp_0255,Technology,Enterprise,7669.890421939591,10192,2011,4354.793896839623,24,2023-05-17,AM011,3.809044816885454,-41,22,Medium,Net 60,Singapore,752540.2690286097,181.44974570165095
CUST0256,Client_Corp_0256,Healthcare,Small,7020.25419114179,58822,1982,3419.808114676324,6,2023-11-01,AM009,4.29630099365625,-27,8,Low,Net 45,Berlin,119347.42428244177,569.9680191127206
CUST0257,Client_Corp_0257,Finance,Small,1336.4439155053362,43111,1993,1879.121631382383,6,2023-10-15,AM003,3.9922709361998647,78,30,Medium,Net 60,New York,31000.067627875396,313.1869385637305
CUST0258,Client_Corp_0258,Healthcare,Enterprise,7979.093247694254,22104,1994,3567.039824007118,12,2023-07-13,AM006,4.028939317766752,-24,45,Low,Net 60,Singapore,360979.6076589872,297.25331866725986
CUST0259,Client_Corp_0259,Government,Medium,9654.994028627032,97760,1997,2731.8887578346485,6,2023-01-02,AM013,3.4083228488712303,-8,30,Low,Immediate,Berlin,98762.21387711776,455.3147929724414
CUST0260,Client_Corp_0260,Education,Large,155.89401692310307,46549,1990,3244.794474455975,24,2023-06-09,AM020,3.8226195037573314,30,8,Low,Net 30,Tokyo,3349.0304179059285,135.19976976899895
CUST0261,Client_Corp_0261,Healthcare,Small,7812.186606622183,32671,1985,3722.197097812457,36,2023-02-05,AM016,3.2508318750683385,14,13,Low,Immediate,San Francisco,239116.85000833104,103.3943638281238
CUST0262,Client_Corp_0262,Finance,Medium,1260.1730461278444,8194,1980,2320.645099002542,12,2023-05-18,AM020,3.7386703855062207,-39,33,Medium,Net 45,Sydney,153792.1706282456,193.38709158354516
CUST0263,Client_Corp_0263,Government,Enterprise,5131.147228135239,2318,1990,191.39523075995905,12,2023-01-23,AM012,4.861757474078131,8,28,Low,Net 30,Sydney,2213609.6756407414,15.94960256332992
CUST0264,Client_Corp_0264,Technology,Small,4404.167487168759,32062,1975,2975.3821648630974,6,2023-02-22,AM009,4.918775063665381,-20,28,Medium,Net 30,London,137364.09104761897,495.8970274771829
CUST0265,Client_Corp_0265,Healthcare,Large,6885.030098233964,70342,1970,1060.4107895562672,12,2023-01-23,AM011,3.783232708067316,-58,48,Low,Net 45,London,97879.3622335726,88.3675657963556
CUST0266,Client_Corp_0266,Manufacturing,Enterprise,4131.709411184931,47895,1982,1837.1259437388412,24,2023-06-22,AM005,4.481858073017466,-58,44,Medium,Immediate,New York,86265.98624459612,76.54691432245171
CUST0267,Client_Corp_0267,Retail,Large,5936.932288246362,20980,2003,287.07633184495273,24,2023-10-07,AM008,4.467223616960815,-7,34,Low,Net 30,Berlin,282980.5666466331,11.96151382687303
CUST0268,Client_Corp_0268,Technology,Large,9128.901885490694,31722,2016,3087.7664442055766,6,2023-01-05,AM001,3.290918324347821,-54,16,Low,Net 60,Berlin,287778.25753391004,514.6277407009294
CUST0269,Client_Corp_0269,Finance,Small,2868.0597787481724,39949,2007,3514.6110869416893,12,2023-11-21,AM016,3.4623753191048183,35,32,Medium,Net 60,Berlin,71793.03058269725,292.88425724514076
CUST0270,Client_Corp_0270,Education,Large,7499.728443355836,3997,1999,3521.6248289012765,12,2023-04-02,AM002,4.320247005704998,92,46,Low,Net 30,Singapore,1876339.365362981,293.46873574177306
CUST0271,Client_Corp_0271,Retail,Large,5952.264529581009,97895,1988,3168.468751113305,36,2023-06-09,AM020,4.851600340518129,14,7,Low,Net 60,Berlin,60802.53873620725,88.01302086425848
CUST0272,Client_Corp_0272,Healthcare,Medium,9063.190540892765,31580,1981,548.6512600919466,24,2023-05-28,AM019,4.2260211863090404,78,19,Low,Net 45,New York,286991.46741269046,22.860469170497776
CUST0273,Client_Corp_0273,Healthcare,Enterprise,480.63800140217074,90578,1972,219.25433624511064,12,2023-12-24,AM016,4.571695244217759,-4,32,Low,Net 45,New York,5306.343719249384,18.271194687092553
CUST0274,Client_Corp_0274,Technology,Medium,1278.7324505911524,7332,1986,1227.2530329681347,36,2023-06-13,AM010,4.712288363398986,76,10,Low,Net 45,London,174404.3167745707,34.09036202689263
CUST0275,Client_Corp_0275,Finance,Large,4409.224431011011,7040,2005,1346.6232670115935,6,2023-03-24,AM019,3.500339964473769,-88,32,Low,Net 60,New York,626310.2884958823,224.4372111685989
CUST0276,Client_Corp_0276,Manufacturing,Small,3268.012827003828,58460,2008,3104.2854634154487,24,2023-02-02,AM001,3.20257028633429,37,27,Low,Immediate,Berlin,55901.690506394596,129.34522764231036
CUST0277,Client_Corp_0277,Manufacturing,Small,7086.2207973947425,37937,1978,535.7372701547167,6,2023-04-17,AM017,4.486478042561392,75,2,Low,Net 30,San Francisco,186789.17145253293,89.28954502578613
CUST0278,Client_Corp_0278,Finance,Medium,5577.692905546033,18273,1985,2308.1280377973562,12,2023-12-03,AM017,4.566646655501267,14,6,Medium,Net 60,New York,305242.3195723763,192.3440031497797
CUST0279,Client_Corp_0279,Manufacturing,Small,2404.576067663416,41623,1976,3308.6174724859634,12,2023-10-04,AM014,4.839567275758599,-66,33,Medium,Immediate,Sydney,57770.36897060317,275.7181227071636
CUST0280,Client_Corp_0280,Finance,Small,6875.048151423313,39460,2003,872.9403126499782,36,2023-01-28,AM017,3.5143522809570946,-39,13,High,Net 45,Berlin,174228.2856417464,24.24834201805495
CUST0281,Client_Corp_0281,Technology,Medium,9522.110817927385,47759,1994,1482.1486241552998,24,2023-04-18,AM003,3.79573687613418,46,10,Low,Immediate,Sydney,199378.3541935004,61.75619267313749
CUST0282,Client_Corp_0282,Government,Medium,1512.0246782966708,56681,1990,777.6073976392902,36,2023-08-27,AM011,4.89934781914601,24,13,Low,Net 30,Singapore,26676.040971342616,21.600205489980283
CUST0283,Client_Corp_0283,Healthcare,Enterprise,8877.349639137263,39364,2002,4001.2849584476016,24,2023-12-24,AM007,4.053667312616538,89,12,Low,Net 60,Singapore,225519.50104504783,166.7202066019834
CUST0284,Client_Corp_0284,Finance,Small,3758.5957099325315,55668,1977,2583.426858562692,36,2023-05-17,AM011,3.546336026631917,-57,0,Low,Immediate,Berlin,67518.06621277092,71.76185718229699
CUST0285,Client_Corp_0285,Manufacturing,Enterprise,2114.9146438854887,5692,1984,1297.048052726808,12,2023-11-22,AM006,4.359057557407888,-33,46,Medium,Immediate,London,371559.14333898254,108.087337727234
CUST0286,Client_Corp_0286,Education,Enterprise,416.2174847630022,90722,2019,2361.8071924651267,6,2023-12-21,AM016,3.5685104563803955,-7,44,Low,Net 60,Tokyo,4587.834094960453,393.6345320775211
CUST0287,Client_Corp_0287,Technology,Enterprise,2646.3372237786066,87367,1998,795.3254300818669,36,2023-01-02,AM018,3.786300148233119,64,37,Low,Net 60,Singapore,30289.89462587254,22.092373057829636
CUST0288,Client_Corp_0288,Education,Small,2634.304924475996,55309,2015,1010.9984689256445,12,2023-06-23,AM017,4.4193232223697505,47,31,Low,Net 30,Berlin,47628.865545860455,84.24987241047037
CUST0289,Client_Corp_0289,Education,Large,9928.777029132374,16430,2009,1070.059267591126,12,2023-01-06,AM015,4.011288941816854,-34,20,High,Immediate,London,604307.7924000227,89.17160563259382
CUST0290,Client_Corp_0290,Technology,Medium,8244.30850577595,97515,1990,1835.6306523874555,24,2023-06-22,AM015,3.2435250523574553,78,10,Low,Net 30,San Francisco,84544.00354587448,76.48461051614397
CUST0291,Client_Corp_0291,Healthcare,Small,6498.408130309264,18934,1989,394.97880525077613,24,2023-07-05,AM002,3.388181795123461,75,25,Low,Net 45,London,343213.69654110406,16.457450218782338
CUST0292,Client_Corp_0292,Healthcare,Enterprise,2629.9829010109497,6508,1981,1764.6632117048837,24,2023-07-05,AM012,4.276493555781447,85,24,Low,Net 30,Berlin,404115.3812247925,73.52763382103682
CUST0293,Client_Corp_0293,Retail,Enterprise,8361.559984336298,28425,1999,4238.71639882593,12,2023-03-27,AM007,4.377212225415475,-35,39,Medium,Net 30,Tokyo,294162.1806274863,353.2263665688275
CUST0294,Client_Corp_0294,Retail,Enterprise,9239.552906132409,22105,1970,4394.881150279801,24,2023-10-13,AM010,4.899649698291315,2,38,Low,Net 45,Berlin,417984.75033397006,183.12004792832502
CUST0295,Client_Corp_0295,Government,Small,5856.049238157039,87621,1992,1361.854264164327,36,2023-01-07,AM013,4.533229986932907,99,28,High,Net 30,London,66833.85533327672,37.82928511567575
CUST0296,Client_Corp_0296,Finance,Small,4825.721404102979,18619,1986,4421.0046295242455,24,2023-03-25,AM005,4.158384124029424,30,39,Low,Immediate,New York,259182.6308664794,184.2085262301769
CUST0297,Client_Corp_0297,Healthcare,Enterprise,4934.143224629189,47108,1974,2770.706054779915,36,2023-11-09,AM006,4.669648367473659,97,23,Low,Net 60,London,104741.08908527614,76.96405707721986
CUST0298,Client_Corp_0298,Manufacturing,Small,621.7082363504961,86703,2019,4681.7999130144135,36,2023-01-12,AM002,3.0672004034039313,-92,6,High,Net 45,Sydney,7170.550457890687,130.0499975837337
CUST0299,Client_Corp_0299,Technology,Large,7961.051249498653,647,1975,4858.157005375714,6,2023-03-10,AM009,4.511691931660467,-54,13,Low,Net 45,Sydney,12304561.436628522,809.6928342292857
CUST0300,Client_Corp_0300,Manufacturing,Medium,8549.656977683182,51666,1972,4187.516930218993,6,2023-03-23,AM012,4.326631808655244,-99,27,High,Net 30,London,165479.36704376538,697.9194883698323
CUST0301,Client_Corp_0301,Government,Enterprise,7235.452599076345,7603,1990,507.0898917409184,36,2023-03-14,AM019,3.3156486852468623,34,40,Low,Net 30,Singapore,951657.5824117251,14.085830326136623
CUST0302,Client_Corp_0302,Government,Enterprise,9289.421175550302,80781,2006,1940.3712261069306,6,2023-06-12,AM012,3.3616841320069506,-40,38,Medium,Immediate,Berlin,114995.12478862978,323.3952043511551
CUST0303,Client_Corp_0303,Finance,Large,1314.182728771515,71342,2016,346.7233165009763,24,2023-07-14,AM015,3.3121238862981346,49,49,Low,Immediate,Sydney,18420.884314590494,14.446804854207345
CUST0304,Client_Corp_0304,Healthcare,Enterprise,9835.2825031487,96569,1999,4347.785295515351,36,2023-09-07,AM005,3.0801620017480795,-48,16,Low,Net 30,Tokyo,101847.20255101222,120.77181376431531
CUST0305,Client_Corp_0305,Education,Enterprise,3992.95214193117,12598,2006,4529.0790550956235,12,2023-09-08,AM017,4.234701643059303,-54,38,Low,Immediate,Sydney,316951.2733712629,377.42325459130194
CUST0306,Client_Corp_0306,Retail,Large,2992.254258667332,76451,2011,1611.0893209749431,6,2023-07-20,AM017,3.0809574473584824,-16,7,High,Net 45,Tokyo,39139.50450180288,268.5148868291572
CUST0307,Client_Corp_0307,Retail,Medium,9102.613541275901,98260,1980,4467.445040209937,6,2023-03-22,AM011,3.760031600290268,3,38,Low,Immediate,New York,92638.0372611022,744.5741733683229
CUST0308,Client_Corp_0308,Finance,Large,4657.099093887184,71853,2001,3273.0593861723623,36,2023-01-24,AM011,3.1355996858947917,-41,13,Low,Net 45,Berlin,64814.26097570295,90.91831628256563
CUST0309,Client_Corp_0309,Healthcare,Enterprise,6530.716437402779,48033,1976,2976.135764730089,12,2023-04-25,AM014,4.9621997494671275,-49,20,High,Net 60,Tokyo,135963.11780240206,248.0113137275074
CUST0310,Client_Corp_0310,Retail,Large,3619.259368347845,73960,2012,2209.9076750493164,12,2023-11-09,AM003,3.8729694060231097,89,9,Low,Immediate,Singapore,48935.36193006821,184.15897292077636
CUST0311,Client_Corp_0311,Healthcare,Enterprise,3570.4305426038404,28618,2015,2758.6686537109763,12,2023-10-08,AM009,3.6802575507062922,-55,36,Low,Net 30,Berlin,124761.70740805927,229.8890544759147
CUST0312,Client_Corp_0312,Technology,Medium,6345.08918984572,6060,2015,4787.877506478619,6,2023-10-09,AM007,3.2050603398586164,-28,5,Low,Net 60,Sydney,1047044.4207666205,797.9795844131031
CUST0313,Client_Corp_0313,Technology,Large,4442.212534983621,5764,2016,1116.610728789542,12,2023-01-24,AM016,4.268058349309486,38,36,Low,Net 45,San Francisco,770682.2579777273,93.05089406579516
CUST0314,Client_Corp_0314,Retail,Large,8444.458857468551,96088,1970,4673.881449425458,36,2023-03-01,AM004,3.3800885784875785,-30,14,Low,Net 30,Tokyo,87882.55409071426,129.83004026181828
CUST0315,Client_Corp_0315,Technology,Medium,9800.472172520314,50982,1994,3392.6819761105403,6,2023-05-15,AM003,4.32074635668404,9,29,Medium,Net 45,Singapore,192233.96831274402,565.4469960184234
CUST0316,Client_Corp_0316,Government,Small,2493.132251044399,66258,2019,2466.2424526533932,36,2023-09-21,AM007,4.415637235972729,99,22,High,Net 45,Sydney,37627.641206260356,68.50673479592758
CUST0317,Client_Corp_0317,Manufacturing,Small,953.4760494664267,72882,1992,3238.6371421208482,6,2023-03-24,AM015,3.694830412002511,56,22,Low,Immediate,Sydney,13082.462740682566,539.7728570201414
CUST0318,Client_Corp_0318,Retail,Small,7274.130498648144,80404,2018,2517.765557948925,24,2023-04-22,AM003,3.8187286857494325,-21,43,Low,Net 45,London,90469.75895040226,104.90689824787188
CUST0319,Client_Corp_0319,Finance,Small,9763.722712664417,33074,2011,3110.9884528771286,6,2023-06-07,AM017,4.746340117331111,-87,3,Low,Net 30,Berlin,295208.4027533536,518.4980754795214
CUST0320,Client_Corp_0320,Technology,Medium,3263.0702766956033,26114,1981,1795.962725812933,36,2023-05-10,AM004,3.8241679342233352,-90,40,Medium,Net 45,Berlin,124954.82410567524,49.88785349480369
CUST0321,Client_Corp_0321,Education,Small,5109.5349956489545,79656,1985,3699.2783927218843,24,2023-09-22,AM019,4.948821225296722,-91,32,Medium,Immediate,San Francisco,64145.01099288132,154.13659969674518
CUST0322,Client_Corp_0322,Manufacturing,Large,1297.495548998441,99625,2001,3598.6934409290566,12,2023-07-03,AM005,4.195138548604513,50,32,Low,Immediate,Berlin,13023.794720185106,299.89112007742136
CUST0323,Client_Corp_0323,Manufacturing,Enterprise,7033.184181314004,31812,1997,4325.1005307501,12,2023-02-09,AM002,3.02675260755038,21,23,Low,Net 30,New York,221085.88524185854,360.425044229175
CUST0324,Client_Corp_0324,Retail,Enterprise,6797.999861006157,57933,1976,1915.7059886094553,12,2023-07-14,AM008,4.970474442892804,74,28,High,Net 30,Singapore,117342.44491060634,159.64216571745462
CUST0325,Client_Corp_0325,Education,Small,5293.346226451748,78103,2003,2789.885444200541,6,2023-06-26,AM020,3.3294301487579645,-96,18,Low,Net 30,Berlin,67773.91683356272,464.9809073667568
CUST0326,Client_Corp_0326,Technology,Small,6388.210981405618,36060,1983,2654.741170078447,24,2023-08-25,AM020,4.2658584224978915,83,8,Low,Net 60,San Francisco,177155.0466279983,110.61421541993529
CUST0327,Client_Corp_0327,Manufacturing,Enterprise,9885.749749805507,73286,1998,161.20632415614372,12,2023-09-21,AM011,3.7273766404898936,-72,21,Low,Net 30,Berlin,134892.7455421978,13.43386034634531
CUST0328,Client_Corp_0328,Education,Small,124.25678466387423,13251,1997,2616.1260757676364,6,2023-04-03,AM019,3.380465319497928,21,49,Low,Net 60,Singapore,9377.162830267469,436.0210126279394
CUST0329,Client_Corp_0329,Government,Small,3112.023195262972,30174,2013,1174.8731338031923,36,2023-11-08,AM004,3.8602073565907347,-4,36,Low,Net 45,San Francisco,103135.91818330258,32.635364827866454
CUST0330,Client_Corp_0330,Healthcare,Enterprise,3554.119259135518,87880,1985,4221.135251888653,12,2023-03-04,AM002,4.760640228808941,-27,10,Medium,Immediate,New York,40442.86821956666,351.76127099072113
CUST0331,Client_Corp_0331,Manufacturing,Small,6259.594821735837,38102,1990,3135.2844775288286,6,2023-09-20,AM001,4.647946554191232,-14,12,Low,Net 60,Tokyo,164285.20344695388,522.5474129214714
CUST0332,Client_Corp_0332,Manufacturing,Medium,1293.9974072517061,30348,1991,913.5759837294482,12,2023-07-09,AM016,3.038821401629266,77,44,Low,Net 45,Singapore,42638.63869947628,76.13133197745402
CUST0333,Client_Corp_0333,Government,Medium,1584.6023512515735,14908,1994,2558.292946329977,12,2023-04-25,AM008,4.51481125837036,99,39,Medium,Net 45,San Francisco,106292.08151674092,213.19107886083142
CUST0334,Client_Corp_0334,Finance,Large,8636.660590874591,51212,1982,4440.121381133973,6,2023-07-09,AM018,4.847758301368968,-70,18,Low,Net 60,Berlin,168645.2509348315,740.0202301889955
CUST0335,Client_Corp_0335,Manufacturing,Enterprise,2239.5470868506773,30214,1986,1969.9624551204267,12,2023-05-08,AM020,3.6316611843664006,-77,42,Low,Net 60,New York,74122.82673100806,164.16353792670222
CUST0336,Client_Corp_0336,Retail,Enterprise,2251.9847201782454,22100,1992,895.579320270619,36,2023-03-25,AM001,4.852370363990912,-97,42,Low,Net 60,Berlin,101899.76109403826,24.877203340850528
CUST0337,Client_Corp_0337,Government,Enterprise,5061.842378807433,84336,2014,223.01229974207374,6,2023-06-17,AM018,4.387332730913317,76,15,Low,Net 30,Berlin,60019.948525035965,37.168716623678954
CUST0338,Client_Corp_0338,Education,Medium,596.3975693366087,90060,1979,369.7587167485153,36,2023-08-06,AM004,3.5712139763901645,-70,1,Low,Immediate,London,6622.22484273383,10.271075465236537
CUST0339,Client_Corp_0339,Government,Medium,2200.936596157515,65485,1972,2772.7857493740244,6,2023-12-11,AM008,4.890598881968879,33,23,High,Net 45,Sydney,33609.782334237076,462.1309582290041
CUST0340,Client_Corp_0340,Healthcare,Medium,8121.92179181791,17789,2019,4863.4009303016455,36,2023-07-12,AM008,3.7702320282438375,-30,49,Low,Net 45,New York,456569.89104603464,135.09447028615682
CUST0341,Client_Corp_0341,Government,Medium,9682.266053796257,33860,2010,1922.0890843274824,12,2023-07-08,AM019,3.2092032318121593,92,42,Low,Net 30,London,285949.9720554122,160.17409036062352
CUST0342,Client_Corp_0342,Education,Large,3138.4778065231735,54139,2017,727.759022242334,6,2023-10-18,AM015,3.6291530872062374,-62,14,Low,Immediate,Tokyo,57970.73840527482,121.29317037372233
CUST0343,Client_Corp_0343,Manufacturing,Large,7052.422863627324,98370,2008,1893.3633712182364,12,2023-11-03,AM006,3.5000955592919563,82,41,Low,Immediate,London,71692.82162882306,157.78028093485304
CUST0344,Client_Corp_0344,Government,Medium,9674.78805457569,83081,1995,2829.205098727068,6,2023-09-25,AM013,3.2428598440348053,-63,29,Low,Immediate,London,116450.06745917468,471.53418312117805
CUST0345,Client_Corp_0345,Government,Large,9024.142247899354,95508,1989,1303.8350107675728,6,2023-04-14,AM013,4.953051000776243,-76,1,Low,Net 45,Tokyo,94485.72106943243,217.30583512792882
CUST0346,Client_Corp_0346,Healthcare,Medium,817.7040284372047,82829,1971,765.6971903522123,6,2023-02-24,AM010,4.273751454001468,-44,48,Low,Net 60,Singapore,9872.194864566814,127.61619839203537
CUST0347,Client_Corp_0347,Manufacturing,Small,1848.4677586724229,98200,1975,3559.860239172963,6,2023-05-12,AM013,4.881143624581792,-81,2,Low,Net 30,San Francisco,18823.500597478847,593.3100398621605
CUST0348,Client_Corp_0348,Technology,Large,7653.343688316198,19415,2016,3157.536861547184,36,2023-11-01,AM016,4.137519573328038,13,22,Low,Net 30,Sydney,394197.46012445004,87.70935726519956
CUST0349,Client_Corp_0349,Retail,Enterprise,510.2096748358082,2861,2015,2389.755630116052,12,2023-02-21,AM017,4.790799373464628,89,49,Low,Net 60,Singapore,178332.6371324041,199.14630250967102
CUST0350,Client_Corp_0350,Manufacturing,Large,3132.1589375286144,73755,1997,3205.8309225357034,6,2023-03-19,AM008,4.666155615572024,27,4,High,Net 30,Singapore,42467.07257173906,534.3051537559505
CUST0351,Client_Corp_0351,Finance,Enterprise,7517.821368488765,1191,1997,2033.5818470533923,6,2023-01-02,AM012,4.3683855033984855,64,7,Low,Net 60,San Francisco,6312192.584793254,338.930307842232
CUST0352,Client_Corp_0352,Healthcare,Large,1239.4555654394921,63521,2012,3781.554569408089,24,2023-01-10,AM006,3.531763698547576,74,6,Low,Immediate,Berlin,19512.532319067588,157.56477372533703
CUST0353,Client_Corp_0353,Manufacturing,Medium,2292.9825560058043,60594,2018,721.0491869865782,24,2023-11-18,AM011,4.9249522833442985,88,48,Low,Net 45,San Francisco,37841.74268088927,30.04371612444076
CUST0354,Client_Corp_0354,Retail,Medium,7012.946728922672,42909,1978,3475.382000188897,12,2023-01-26,AM016,4.389217905816599,42,33,Low,Net 30,San Francisco,163437.66410129977,289.6151666824081
CUST0355,Client_Corp_0355,Technology,Medium,1173.6468242305257,16585,2008,331.24661537921713,24,2023-11-07,AM010,4.815453733652077,-87,6,Medium,Net 60,New York,70765.56070126775,13.80194230746738
CUST0356,Client_Corp_0356,Education,Large,5453.99446493398,62967,1991,2002.0344445909795,36,2023-09-26,AM001,3.704914789808658,-83,17,Low,Net 60,London,86616.71137157526,55.61206790530499
CUST0357,Client_Corp_0357,Government,Small,4921.125653809763,46868,1970,1465.5829822475193,24,2023-02-08,AM003,4.729265791593935,15,45,High,Net 60,London,104999.69390223101,61.06595759364664
CUST0358,Client_Corp_0358,Finance,Enterprise,8498.124003028102,33629,2010,108.98928718058089,36,2023-04-02,AM007,3.8883828531553033,-25,13,Low,Net 45,New York,252702.2511233787,3.0274801994605802
CUST0359,Client_Corp_0359,Finance,Enterprise,8837.95259326082,67152,1993,741.6217568197999,24,2023-02-09,AM012,4.5050948020998085,3,3,Low,Net 45,New York,131611.15965661214,30.900906534158327
CUST0360,Client_Corp_0360,Manufacturing,Medium,3949.985698781501,1240,1977,1007.009882451581,24,2023-06-15,AM018,4.11497053743896,77,8,Low,Net 60,Tokyo,3185472.337727017,41.95874510214921
CUST0361,Client_Corp_0361,Finance,Small,8167.340297614739,49536,1988,1698.4907325717977,6,2023-05-06,AM010,3.369696892655779,48,27,Low,Immediate,London,164876.86324319162,283.08178876196627
CUST0362,Client_Corp_0362,Government,Large,9343.194230882971,80282,2002,942.9232113984908,6,2023-07-14,AM001,3.574415553680272,-39,20,Low,Net 45,Singapore,116379.68948061796,157.15386856641513
CUST0363,Client_Corp_0363,Healthcare,Medium,1944.2303272831496,71042,2011,2002.8230362498414,12,2023-10-06,AM016,4.3656028084252165,-57,39,Low,Net 30,Sydney,27367.336607684883,166.90191968748678
CUST0364,Client_Corp_0364,Education,Medium,2166.2564543756907,92234,1988,4856.613735661894,12,2023-05-07,AM009,4.6099737617578365,83,16,Medium,Net 60,New York,23486.528334190112,404.7178113051578
CUST0365,Client_Corp_0365,Manufacturing,Medium,4396.649199900188,74791,2007,2233.816131990189,12,2023-10-24,AM011,3.427006416168288,-94,32,Medium,Net 45,Sydney,58785.805777435635,186.15134433251578
CUST0366,Client_Corp_0366,Healthcare,Enterprise,3749.9136999275056,4194,2011,4563.5349315763115,36,2023-04-20,AM008,4.119823643901108,83,48,Low,Net 45,Singapore,894113.9007933966,126.7648592104531
CUST0367,Client_Corp_0367,Government,Enterprise,3439.4897711190215,22409,1997,2481.350053913867,12,2023-02-05,AM004,3.8194410967014143,-49,30,Low,Net 45,Berlin,153486.9816198412,206.77917115948893
CUST0368,Client_Corp_0368,Technology,Small,5741.39145846244,29283,2014,2505.8113700834747,12,2023-07-16,AM014,3.6189399287347443,-75,41,Low,Net 45,San Francisco,196065.6851573418,208.8176141736229
CUST0369,Client_Corp_0369,Healthcare,Medium,9729.836286113059,50315,1973,2566.2088120568956,24,2023-12-14,AM011,4.307640262311392,-17,18,Medium,Immediate,Berlin,193378.44154055565,106.92536716903732
CUST0370,Client_Corp_0370,Retail,Medium,8836.483508318935,82439,1989,2462.492963550255,36,2023-10-12,AM017,3.5814274967700674,75,37,Low,Net 45,London,107188.14527491764,68.40258232084041
CUST0371,Client_Corp_0371,Manufacturing,Small,8989.328057457862,25276,1981,4553.041107489374,6,2023-09-01,AM017,3.9966664682914406,-97,24,Low,Net 60,London,355646.781826945,758.8401845815623
CUST0372,Client_Corp_0372,Finance,Small,122.8009990157174,40825,1972,38.150773781792964,12,2023-08-27,AM012,4.755422051854305,88,8,Low,Immediate,Singapore,3007.985279013286,3.179231148482747
